,M/z,Intensity,Relative,Resolution,Frequency,S/N
41,181.01424,1.0031,3.2882879,2392345,1784591.558097,155.65
42,181.05063,0.7073,2.3186009,2309377,1784232.915732,109.52
43,181.07176,0.0649,0.212619,2487370,1784024.707239,9.34
44,181.08701,0.8067,2.6443915,2328209,1783874.433502,125.02
45,181.12339,0.1796,0.588856,2580332,1783516.077574,27.24
46,181.99173,0.0673,0.2207047,2264233,1775006.358476,9.72
47,182.00949,0.0843,0.2763228,2200743,1774833.16987,12.37
48,182.01759,0.0895,0.2934557,2493271,1774754.144886,13.18
49,182.02206,0.2963,0.9712768,2365831,1774710.551886,45.43
50,182.02811,0.1546,0.5069308,2323347,1774651.569615,23.34
51,182.04587,0.2084,0.6833214,2307292,1774478.442912,31.73
52,182.05398,0.0814,0.2667675,2439014,1774399.383993,11.91
53,182.05845,0.0957,0.3138681,2311884,1774355.834319,14.16
54,182.09037,0.0931,0.3050602,2302351,1774044.806516,13.74
55,182.09484,0.3916,1.2837447,2284045,1774001.304711,60.29
56,182.96415,0.0896,0.2937336,2261049,1765572.523817,13.2
57,182.9935,0.0727,0.2384014,2349334,1765289.296463,10.57
58,183.00114,0.0559,0.1833085,2534606,1765215.640928,7.94
59,183.00473,0.1091,0.357527,2521601,1765180.965794,16.23
60,183.02989,0.6164,2.0207877,2345596,1764938.331795,95.35
61,183.06627,0.8854,2.9023962,2277658,1764587.569322,137.29
62,183.10266,2.3887,7.8304739,2326285,1764236.925712,371.72
63,183.13904,0.7081,2.3213391,2272853,1763886.399286,109.65
64,184.02514,0.1031,0.337881,2418333,1755393.163615,15.3
65,184.03324,0.065,0.2129568,2491745,1755315.84099,9.36
66,184.03772,0.0605,0.1983594,1983881,1755273.152479,8.66
67,184.06153,0.1117,0.3661861,2235343,1755046.059574,16.64
68,184.06963,0.0901,0.2954846,2170652,1754968.843984,13.28
69,184.0741,0.1578,0.5172855,2385834,1754926.218674,23.83
70,184.10601,0.2751,0.9017485,2354387,1754622.02025,42.12
71,184.1424,0.0888,0.2911219,2416553,1754275.302855,13.07
72,184.86219,0.0563,0.1844678,1744887,1747444.699531,8.0
73,185.00915,0.1551,0.5083762,2349200,1746056.61628,23.41
74,185.02222,0.9185,3.01087,2320695,1745933.317277,142.45
75,185.02441,0.0831,0.2725208,2760000,1745912.601491,12.19
76,185.02779,0.0565,0.1851472,2034043,1745880.721583,8.03
77,185.04554,0.7008,2.2971992,2319818,1745713.272776,108.5
78,185.0608,0.0717,0.2349957,2174671,1745569.36715,10.4
79,185.08192,2.5095,8.2266321,2290203,1745370.108903,390.56
80,185.11831,2.8087,9.2073717,2304424,1745027.048446,437.22
81,185.15469,4.9562,16.2472343,2295279,1744684.123959,772.1
82,186.0408,0.0752,0.2465933,2165914,1736374.252987,10.96
83,186.07716,0.0725,0.2375309,2160546,1736034.905299,10.52
84,186.08528,0.2566,0.8411921,2174779,1735959.162936,39.24
85,186.11356,0.1069,0.350323,2321567,1735695.392887,15.89
86,186.12166,0.3189,1.0452431,2399792,1735619.810077,48.95
87,186.15805,0.5771,1.891858,2233674,1735280.593643,89.22
88,186.85925,0.0728,0.2386332,2213985,1728768.833751,10.58
89,186.89967,0.4255,1.3948324,2301972,1728394.961037,65.58
90,187.00367,0.0819,0.2685053,2352544,1727433.672442,12.0
91,187.01927,0.3113,1.0203841,2315972,1727289.633852,47.76
92,187.02481,0.291,0.9538615,2362378,1727238.488273,44.6
93,187.04006,0.1701,0.5574848,2468881,1727097.580676,25.74
94,187.06119,0.8288,2.7168572,2253942,1726902.53314,128.46
95,187.07645,0.0734,0.2407466,2384963,1726761.699398,10.68
96,187.09757,2.1077,6.9092727,2279647,1726566.710717,327.9
97,187.13396,0.6906,2.2638428,2292505,1726230.987242,106.92
98,188.03531,0.1118,0.3665166,2280057,1717956.203147,16.66
99,188.04788,0.0655,0.2148254,2490612,1717841.402312,9.44
100,188.05644,0.0593,0.1944977,1698233,1717763.208793,8.48
101,188.06455,0.0891,0.2920218,2345636,1717689.142254,13.12
102,188.10093,0.2116,0.6938118,2223944,1717356.944933,32.23
103,188.1054,0.4436,1.4542667,2189293,1717316.128433,68.4
104,188.13731,0.0902,0.2956922,2206986,1717024.815602,13.29
105,188.90007,0.3121,1.023254,2321960,1710091.6699,47.9
106,188.95155,0.8068,2.6446619,2294491,1709625.719761,125.03
107,189.01933,0.4453,1.459607,2268881,1709012.680926,68.66
108,189.04046,0.2571,0.8426654,2146592,1708821.662023,39.31
109,189.05571,0.2771,0.9083872,2281024,1708683.766856,42.44
110,189.07684,0.3221,1.055799,2316328,1708492.847597,49.45
111,189.0921,0.0989,0.3242851,2122624,1708354.992717,14.65
112,189.10876,0.0557,0.1825659,2111523,1708204.463707,7.91
113,189.11323,0.1108,0.36336,2242798,1708164.10265,16.51
114,189.9549,0.0896,0.2936969,2099056,1700595.308634,13.2
115,190.01458,0.1259,0.4125723,2130371,1700061.267093,18.85
116,190.02268,0.0571,0.1871384,2114839,1699988.726203,8.13
117,190.02715,0.2402,0.787543,2152651,1699948.745982,36.69
118,190.05095,0.0638,0.2091846,2328605,1699735.883477,9.18
119,190.08467,0.2304,0.7552682,2250593,1699434.39606,35.15
120,190.12105,0.3765,1.2342832,2152972,1699109.165204,57.94
121,190.57834,0.0748,0.2452792,807956,1695032.184418,10.89
122,190.57848,0.0698,0.2287341,795989,1695030.916168,10.11
123,190.9486,0.5586,1.8312123,2244358,1691745.400019,86.34
124,190.99859,1.3245,4.3419652,2240836,1691302.586339,205.77
125,191.01972,0.2239,0.7340432,2382473,1691115.517315,34.14
126,191.03498,0.7643,2.5055103,2208738,1690980.44688,118.41
127,191.05611,0.1564,0.5128652,2023029,1690793.426617,23.62
128,191.07136,0.3355,1.0999327,2290147,1690658.458792,51.55
129,191.10775,0.3212,1.0529786,2192197,1690336.555005,49.31
130,192.00195,0.1224,0.4011132,2266956,1682464.21749,18.31
131,192.00641,0.3398,1.1139493,2264301,1682425.07224,52.22
132,192.02754,0.0652,0.2138228,2591289,1682239.967949,9.4
133,192.03023,0.1215,0.398183,2009983,1682216.424355,18.17
134,192.03833,0.077,0.2523348,2380231,1682145.464472,11.23
135,192.0428,0.1398,0.4583341,2115009,1682106.295285,21.03
136,192.06393,0.092,0.3016856,2097310,1681921.285294,13.58
137,192.06661,0.06,0.1967986,2434741,1681897.784529,8.59
138,192.07919,0.0815,0.2670675,2155100,1681787.642392,11.93
139,192.1111,0.0597,0.195605,2498610,1681508.281864,8.53
140,192.50435,0.1714,0.5619453,2249585,1678073.268295,25.96
141,192.94565,0.0988,0.3238597,2347589,1674235.202086,14.63
142,192.99605,0.0832,0.2726723,2208496,1673797.959459,12.2
143,193.01424,0.8975,2.9421086,2253498,1673640.216061,139.18
144,193.03537,0.1938,0.6352898,2333224,1673457.038011,29.45
145,193.05063,0.9608,3.1497982,2257838,1673324.782684,149.06
146,193.06186,0.0595,0.1949873,2055233,1673227.420385,8.5
147,193.07176,0.0638,0.2090992,2212961,1673141.610188,9.17
148,193.08701,0.3658,1.1991158,2227176,1673009.442029,56.27
149,193.1234,0.0834,0.2733867,2065337,1672694.21828,12.23
150,193.81556,0.0656,0.2150759,2207191,1666720.603265,9.46
151,193.97907,0.0757,0.2482013,2193313,1665315.676581,11.03
152,193.98568,0.0583,0.1911618,2762710,1665258.959098,8.32
153,194.0176,0.1141,0.3739484,2409791,1664985.013232,17.01
154,194.02207,0.1663,0.5453184,2277691,1664946.623137,25.17
155,194.04319,1.1318,3.7102823,2200305,1664765.367896,175.72
156,194.04587,0.1737,0.569508,2098719,1664742.376102,26.32
157,194.05399,0.0904,0.2964994,1724075,1664672.754431,13.33
158,194.05845,0.1035,0.3394499,2159311,1664634.490306,15.37
159,194.08226,0.2579,0.845368,2159798,1664430.246511,39.44
160,194.09036,0.0647,0.2120105,2234460,1664360.768641,9.31
161,194.09484,0.0608,0.1993673,2003023,1664322.381931,8.71
162,194.92748,0.0699,0.2292996,2054823,1657213.167122,10.13
163,194.98299,0.2286,0.7494873,2153500,1656741.329643,34.88
164,194.99351,0.0975,0.3194919,2119272,1656652.004347,14.42
165,195.00112,0.0572,0.1875018,2397660,1656587.301386,8.14
166,195.00638,0.0646,0.2116884,1770831,1656542.613628,9.29
167,195.02989,1.0176,3.3358419,2208457,1656342.927504,157.91
168,195.04112,0.1696,0.5560752,1968942,1656247.545069,25.68
169,195.04655,0.0658,0.2157881,2173265,1656201.481632,9.49
170,195.05102,0.2017,0.6610614,2114810,1656163.528173,30.67
171,195.06628,0.6475,2.1226957,2233613,1656033.983288,100.2
172,195.10266,0.2664,0.8731452,2190512,1655725.140299,40.76
173,195.13904,0.3358,1.1007732,2257568,1655416.439262,51.59
174,195.81089,0.9914,3.2501063,2195375,1649736.503837,153.83
175,195.81262,0.0801,0.2625946,2211685,1649721.94916,11.72
176,195.97612,0.1205,0.3951125,2314026,1648345.603486,18.02
177,196.00132,0.0638,0.2090667,1817919,1648133.663769,9.17
178,196.02514,0.2125,0.6964449,2104875,1647933.405064,32.35
179,196.03325,0.1043,0.3419395,2268648,1647865.241594,15.49
180,196.03637,0.1593,0.5221424,2214727,1647838.989846,24.06
181,196.03772,0.1684,0.5519944,2084273,1647827.674465,25.48
182,196.05925,0.0809,0.2651434,2231290,1647646.65064,11.84
183,196.06152,0.2593,0.850018,2186104,1647627.597377,39.66
184,196.06963,0.0833,0.273193,2413557,1647559.453792,12.22
185,196.0741,0.092,0.3016531,1905119,1647521.907434,13.57
186,196.84272,1.3533,4.4363127,2218757,1641088.710622,210.26
187,196.98004,0.0723,0.2370578,2233176,1639944.686704,10.5
188,196.98427,0.0647,0.212246,2169036,1639909.490067,9.32
189,197.00916,0.5499,1.8026092,2230535,1639702.304321,84.97
190,197.02039,0.0828,0.2712693,1725636,1639608.826107,12.13
191,197.02222,0.0634,0.2079077,1992080,1639593.541741,9.11
192,197.02441,0.0551,0.180691,2347594,1639575.319837,7.82
193,197.04554,0.8193,2.6857324,2215724,1639399.517357,126.98
194,197.06081,0.0676,0.2214662,2126401,1639272.504991,9.76
195,197.08192,1.0774,3.5320132,2137423,1639096.87724,167.24
196,197.09719,0.2006,0.6574845,2201169,1638969.960582,30.5
197,197.11831,0.7091,2.3246326,2204199,1638794.318782,109.81
198,197.15469,0.6208,2.0349553,2152975,1638491.88177,96.03
199,197.80794,1.3174,4.3184953,2210170,1633080.856373,204.65
200,198.0044,0.0568,0.1862151,2197944,1631460.506202,8.08
201,198.01252,0.0588,0.1928319,2010781,1631393.616082,8.4
202,198.01404,0.0563,0.18445,2470498,1631381.047252,8.0
203,198.01698,0.0645,0.2114188,2286979,1631356.884394,9.28
204,198.03223,0.0681,0.2232553,2814095,1631231.226948,9.84
205,198.03852,0.85,2.7862897,2189271,1631179.448287,131.77
206,198.04079,0.1592,0.5217468,2207985,1631160.732139,24.04
207,198.0489,0.0797,0.2614061,2350401,1631093.933602,11.66
208,198.05337,0.08,0.2621086,2124414,1631057.126731,11.69
209,198.07718,0.0707,0.2316683,2277991,1630861.072309,10.25
210,198.08528,0.112,0.3672282,2143409,1630794.359025,16.69
211,198.08975,0.1406,0.4609959,2103744,1630757.544323,21.15
212,198.12167,0.0736,0.2411844,2079157,1630494.823957,10.7
213,198.15804,0.0845,0.2768664,2515722,1630195.528672,12.4
214,198.83977,0.8961,2.9376664,2224102,1624606.341124,138.97
215,198.93447,0.1529,0.5013894,2242941,1623832.96276,23.08
216,198.94001,0.2835,0.9292655,2089663,1623787.739287,43.43
217,198.98842,0.094,0.3080724,2088700,1623392.725589,13.88
218,198.99606,0.0596,0.1954654,2290923,1623330.398006,8.52
219,199.00704,0.0562,0.1843231,2122705,1623240.84981,7.99
220,199.02481,0.3136,1.028054,2100982,1623095.92206,48.13
221,199.03769,0.0859,0.2816074,2044999,1622990.856108,12.62
222,199.03787,0.1857,0.6088406,2215174,1622989.412529,28.19
223,199.03809,0.0785,0.2573832,2024402,1622987.632348,11.47
224,199.04006,0.0789,0.2585849,2125560,1622971.53862,11.53
225,199.06119,0.8708,2.8547754,2158390,1622799.274782,135.03
226,199.07645,0.098,0.3213134,2268628,1622674.858969,14.51
227,199.09757,1.8016,5.9059377,2157829,1622502.699861,280.17
228,199.13396,1.5902,5.2128139,2147353,1622206.237466,247.2
229,199.16941,0.0862,0.2824654,2571138,1621917.458335,12.66
230,199.17034,21.3942,70.1335144,2162780,1621909.884501,3335.46
231,199.17053,0.1497,0.4908741,390005,1621908.374246,22.58
232,199.80499,0.6715,2.2011631,2191318,1616758.145499,55.36
233,200.00418,0.3711,1.2166333,2144181,1615147.930342,30.18
234,200.0115,0.1172,0.3841992,2228657,1615088.836217,8.89
235,200.05645,0.1049,0.3439317,1815394,1614725.985385,7.86
236,200.06454,0.0879,0.2880382,2015563,1614660.695837,6.43
237,200.06901,0.0792,0.2594719,2073015,1614624.575147,5.7
238,200.09283,0.0683,0.2239291,2002109,1614432.373455,4.79
239,200.10093,0.1917,0.6284466,2056170,1614367.043351,15.14
240,200.13731,0.1934,0.6338698,2116013,1614073.557089,15.28
241,200.1737,2.7903,9.1470881,2153622,1613780.145791,233.0
242,200.17662,0.0586,0.1921668,1902913,1613756.639223,3.98
243,200.83682,0.1591,0.5214176,2348824,1608451.770689,12.4
244,200.93152,0.2186,0.7165934,2122777,1607693.686818,17.39
245,200.93797,0.3033,0.994391,2082214,1607642.112251,24.5
246,201.01754,0.1068,0.3501615,2269715,1607005.689123,8.02
247,201.01933,0.1859,0.609549,1988163,1606991.410971,14.66
248,201.03492,0.0607,0.1990051,2414712,1606866.830959,4.16
249,201.04046,0.399,1.3079965,2218952,1606822.542861,32.52
250,201.05571,0.2038,0.6679382,2191340,1606700.620143,16.15
251,201.07684,1.0188,3.3398032,2175802,1606531.801518,84.48
252,201.08805,0.0566,0.1854853,2001445,1606442.203096,3.81
253,201.0921,0.0559,0.1832522,2042766,1606409.92059,3.75
254,201.11322,1.5648,5.1296592,2149038,1606241.146879,130.26
255,201.14961,0.307,1.0065049,2178133,1605950.582638,24.81
256,201.17458,0.099,0.3246691,2052017,1605751.256982,7.37
257,201.17706,0.1715,0.5620526,2000931,1605731.489366,13.44
258,201.80205,0.1748,0.5731494,2162916,1600758.450229,13.72
259,202.02715,0.0982,0.3219964,1922178,1598974.876412,7.3
260,202.03571,0.1324,0.433935,2210351,1598907.133082,10.16
261,202.04827,0.0562,0.1842948,2279433,1598807.712197,3.78
262,202.05095,0.0609,0.1996448,2007795,1598786.462434,4.17
263,202.07209,0.1527,0.5004479,2246525,1598619.216396,11.86
264,202.08019,0.0798,0.2617075,2166003,1598555.145026,5.76
265,202.08467,0.0905,0.2967247,1964879,1598519.719681,6.65
266,202.11658,0.1569,0.5143232,1995686,1598267.371691,12.22
267,202.12105,0.2842,0.9317256,2140494,1598232.024382,22.89
268,202.82831,0.179,0.5867192,2108983,1592658.939774,14.07
269,202.92856,0.1292,0.4235425,2107843,1591872.126709,9.9
270,202.99859,0.3831,1.2557782,2121620,1591322.967454,31.18
271,203.01972,0.1047,0.3432928,2130185,1591157.38313,7.85
272,203.03498,0.5632,1.8461436,2137501,1591037.780855,46.28
273,203.0561,0.3963,1.299262,2152616,1590872.262162,32.29
274,203.06734,0.0596,0.1955325,2170213,1590784.242538,4.07
275,203.07136,0.2338,0.7663204,2054756,1590752.749645,18.66
276,203.09249,0.4249,1.3927242,2062627,1590587.231676,34.69
277,203.10774,0.0959,0.3144111,2025175,1590467.83627,7.11
278,203.12887,0.1669,0.5471743,1804379,1590302.337501,13.06
279,203.88987,0.3403,1.1154326,2163969,1584366.708064,27.59
280,204.00642,0.1855,0.6080412,2128901,1583461.526817,14.62
281,204.01496,0.059,0.1935372,2483480,1583395.199016,4.02
282,204.03022,0.1425,0.4670601,2072439,1583276.774104,11.01
283,204.03834,0.0621,0.2036004,2301296,1583213.812912,4.27
284,204.0428,0.1674,0.5488388,2140129,1583179.188145,13.1
285,204.06393,0.103,0.3376183,2127503,1583015.24286,7.7
286,204.08773,0.0674,0.2209887,1770537,1582830.630173,4.72
287,204.10031,0.5938,1.9466529,2107152,1582733.063594,48.85
288,204.1367,0.1461,0.4789113,2297080,1582450.948235,11.31
289,204.82537,0.245,0.8030592,2137433,1577130.386452,19.6
290,204.90527,0.0591,0.1936579,1946513,1576515.356505,4.02
291,204.91023,0.0684,0.2241129,2022248,1576477.2192,4.8
292,204.99605,0.0845,0.2769438,2066404,1575817.232228,6.15
293,205.01424,1.3035,4.2731342,2168682,1575677.40228,108.35
294,205.03537,0.1588,0.5204188,2077755,1575515.020346,12.38
295,205.05063,0.6459,2.1173503,2148961,1575397.798157,53.22
296,205.07175,0.1135,0.3721332,1955172,1575235.538514,8.58
297,205.08701,0.8528,2.7955744,2151445,1575118.327704,70.56
298,205.10367,0.072,0.2360417,2191857,1574990.344898,5.1
299,205.1234,0.1292,0.4233822,2084587,1574838.88152,9.89
300,205.15978,0.5278,1.7302495,2094813,1574559.614709,43.32
301,205.88692,0.4562,1.4954637,2115713,1568998.683583,37.31
302,206.00388,0.0608,0.1992653,2001212,1568107.844318,4.16
303,206.00949,0.1292,0.4233785,1975425,1568065.139138,9.89
304,206.0176,0.1496,0.4903039,2149662,1568003.440432,11.61
305,206.02207,0.3811,1.2493913,2119413,1567969.422576,31.02
306,206.02276,0.1594,0.5225822,2141675,1567964.12722,12.43
307,206.04587,0.1116,0.3657605,1946291,1567788.278877,8.42
308,206.05399,0.0754,0.2472011,2134156,1567726.503174,5.39
309,206.05844,0.0985,0.3228203,2101575,1567692.618225,7.32
310,206.07957,0.0883,0.2894362,2446124,1567531.892911,6.47
311,206.09037,0.1092,0.3578925,2164354,1567449.732571,8.22
312,206.16313,0.0942,0.3088309,2014703,1566896.522315,6.96
313,206.82242,0.1135,0.3719243,2077473,1561901.725392,8.58
314,206.86039,0.1044,0.3421324,2363461,1561614.992113,7.82
315,206.91063,0.0665,0.2180755,2182332,1561235.866114,4.64
316,206.9935,1.2336,4.0439296,2131033,1560610.770938,102.49
317,207.01213,0.1804,0.5912827,2071389,1560470.333134,14.19
318,207.02989,0.9369,3.0712819,2120596,1560336.479127,77.61
319,207.05102,0.194,0.6361241,1949910,1560177.242523,15.33
320,207.06628,0.5621,1.8426455,2059557,1560062.293308,46.19
321,207.08741,0.0649,0.212733,2062756,1559903.128422,4.51
322,207.10266,0.4284,1.4043161,2057213,1559788.220168,34.98
323,207.13905,0.2132,0.6988876,2100504,1559514.222766,16.94
324,207.88397,0.2539,0.8323629,2171221,1553925.924193,20.35
325,207.99686,0.1302,0.4269583,2035735,1553082.514261,9.99
326,208.00133,0.1549,0.5078689,2199311,1553049.13451,12.05
327,208.00896,0.1056,0.3463194,1951105,1552992.185731,7.92
328,208.02515,0.0993,0.3256784,1920366,1552871.334754,7.4
329,208.03325,0.1239,0.4062983,2058578,1552810.810739,9.46
330,208.03772,0.1792,0.5874003,2036531,1552777.486865,14.09
331,208.06152,0.1215,0.3981348,2221919,1552599.821844,9.25
332,208.06963,0.0758,0.2483632,2141145,1552539.355229,5.42
333,208.0741,0.0778,0.2549356,2181725,1552505.985145,5.59
334,208.09791,0.1736,0.5691513,1889667,1552328.338766,13.62
335,208.84526,0.7457,2.4444072,2142407,1546773.31885,61.58
336,209.00916,0.5865,1.9227842,2086735,1545560.422608,48.24
337,209.02442,0.06,0.1965394,1884435,1545447.545179,4.09
338,209.04554,0.9071,2.9737196,2129400,1545291.39444,75.12
339,209.05678,0.0619,0.202959,1877538,1545208.33505,4.26
340,209.08193,0.5423,1.7776034,2124497,1545022.478734,44.53
341,209.11831,0.3104,1.0174599,2055294,1544753.66884,25.09
342,209.15469,0.2375,0.7784114,2073606,1544484.952093,18.97
343,209.88102,0.0576,0.188765,1679497,1539140.025758,3.89
344,210.01698,0.1354,0.4437681,2127460,1538143.59906,10.42
345,210.03223,0.0653,0.2140284,2225924,1538031.870422,4.54
346,210.04079,0.1559,0.5111262,2005448,1537969.198609,12.14
347,210.04889,0.0945,0.3098708,2000288,1537909.884802,6.99
348,210.05337,0.1016,0.3330766,2379197,1537877.121141,7.58
349,210.05941,5.2017,17.0519276,2071217,1537832.862522,435.17
350,210.07717,0.122,0.3999471,2011291,1537702.881992,9.29
351,210.08528,0.0693,0.2272433,2005843,1537643.493817,4.88
352,210.08975,0.2037,0.6679167,2042696,1537610.826219,16.15
353,210.84231,1.0005,3.2798231,2120596,1532122.57412,82.95
354,210.9918,0.0904,0.2962019,1925545,1531037.032,6.64
355,210.99604,0.0722,0.2365295,2027407,1531006.254967,5.12
356,211.0013,0.0844,0.2767039,2152363,1530968.128675,6.14
357,211.02481,0.9815,3.2173972,2070885,1530797.578249,81.35
358,211.04006,0.1128,0.3699175,1998474,1530686.952248,8.53
359,211.04635,0.125,0.4096681,1818485,1530641.346408,9.54
360,211.06119,0.8406,2.7557385,2108293,1530533.69424,69.54
361,211.06277,0.5655,1.85382,2095056,1530522.2531,46.48
362,211.07244,0.0557,0.182657,1733263,1530452.115726,3.74
363,211.07646,0.0586,0.1920159,2185162,1530422.937232,3.98
364,211.09757,0.7956,2.6081779,2065774,1530269.893598,65.77
365,211.13396,1.3287,4.3557034,2056564,1530006.177029,110.46
366,211.16563,0.0548,0.1796377,1811077,1529776.715831,3.66
367,211.17035,0.5263,1.7251682,2006513,1529742.54443,43.19
368,212.00387,0.0763,0.2501898,1869735,1523728.121498,5.46
369,212.0115,0.0615,0.2017115,2176855,1523673.247107,4.22
370,212.02006,0.1313,0.4304848,1979575,1523611.773627,10.08
371,212.02816,0.1049,0.3438621,2141187,1523553.578412,7.86
372,212.03263,0.0796,0.2609707,1908421,1523521.439501,5.74
373,212.05521,0.2131,0.6984938,1980674,1523359.206174,16.93
374,212.05644,0.1224,0.4011729,1976938,1523350.355395,9.33
375,212.06455,0.1014,0.3325443,1923595,1523292.129592,7.57
376,212.06901,0.0891,0.2921477,2050923,1523260.042215,6.54
377,212.07401,0.1406,0.4610114,2273850,1523224.130884,10.86
378,212.07506,42.2425,138.4774017,2066460,1523216.582295,3540.65
379,212.07537,0.0856,0.2807299,232065,1523214.376664,6.25
380,212.07611,0.0939,0.3076692,2171756,1523209.051481,6.93
381,212.08427,0.0723,0.2369327,1942023,1523150.447347,5.13
382,212.10093,0.1046,0.3429704,2078497,1523030.814181,7.84
383,212.13731,0.1958,0.6418337,1951794,1522769.631637,15.48
384,212.1737,0.075,0.245845,1902598,1522508.437588,5.35
385,212.83936,0.5242,1.7184035,2081507,1517746.76154,43.01
386,212.87734,0.6031,1.9771369,2055148,1517475.959855,49.63
387,212.88686,0.1178,0.3861303,1937965,1517408.121878,8.94
388,212.88703,0.2673,0.8761264,2064124,1517406.889763,21.47
389,212.99351,0.1437,0.4711823,2065104,1516648.315955,11.12
390,213.00407,0.1372,0.4497339,1702725,1516573.095315,10.57
391,213.01213,0.0629,0.2061674,2147280,1516515.750015,4.34
392,213.01696,0.1425,0.4670678,1965599,1516481.337512,11.01
393,213.01715,0.0587,0.1924969,1695496,1516480.009084,3.99
394,213.01932,0.2826,0.9264289,2079855,1516464.531402,22.76
395,213.04046,0.4947,1.6217122,2025395,1516314.086649,40.54
396,213.05571,0.1475,0.483656,2199138,1516205.525497,11.44
397,213.07211,0.1412,0.4627425,2252092,1516088.853871,10.9
398,213.07445,0.3067,1.0054079,1969290,1516072.169797,24.78
399,213.07684,1.286,4.2156882,2043982,1516055.187166,106.88
400,213.07842,4.4294,14.5203381,2039855,1516043.939275,370.43
401,213.08134,0.0987,0.3235831,2128369,1516023.143806,7.34
402,213.0921,0.0631,0.2067729,2161410,1515946.611822,4.35
403,213.11322,0.6819,2.2353024,2026868,1515796.348014,56.23
404,213.14961,2.0621,6.75981,2032405,1515537.601272,171.95
405,213.18599,6.1297,20.0941715,2025303,1515278.934723,512.98
406,213.9638,0.1416,0.4641536,1801333,1509770.520338,10.94
407,214.00133,0.0653,0.2141699,1864070,1509505.752536,4.54
408,214.01458,0.072,0.2359875,2440726,1509412.288868,5.1
409,214.02271,0.0631,0.2067473,1953487,1509354.933482,4.35
410,214.02715,0.1081,0.354284,1946160,1509323.625001,8.13
411,214.04382,0.0558,0.1830677,2640587,1509206.083142,3.75
412,214.05096,0.0645,0.2114113,1527528,1509155.763767,4.47
413,214.07086,1.8291,5.9960093,2018177,1509015.465606,152.42
414,214.07931,0.164,0.5377756,2044990,1508955.909578,12.82
415,214.08019,0.1372,0.4498541,2016479,1508949.692758,10.57
416,214.08177,0.2372,0.7775466,2025433,1508938.539086,18.95
417,214.08466,0.1609,0.5274871,1965639,1508918.191603,12.56
418,214.11658,0.088,0.2883285,2067187,1508693.287331,6.44
419,214.15296,0.2783,0.9122844,2059714,1508436.951378,22.4
420,214.18935,0.8943,2.9317813,2045416,1508180.680267,74.05
421,214.83641,0.1409,0.4617549,2221358,1503638.197016,10.88
422,214.87439,0.4249,1.3927652,2015584,1503372.41716,34.69
423,214.88392,0.0639,0.2096025,2162068,1503305.767632,4.43
